MCCID_GIS,the_geom,NAME,MCCID_STR,MAPLABEL,XDATE
480,"LINESTRING (144.959024880758 -37.828045603517, 144.959223475154 -37.827987845608, 144.959144503949 -37.827817020051)",SM0459,Street_Label_2000,Sm0459,20210923
1286,"LINESTRING (144.945929884937 -37.811530475129, 144.94569575923 -37.811229036727)",WREN  LANE,Street_Label_2000,Wren  Lane,20210923
209,"LINESTRING (144.9527682482 -37.810383303161, 144.950613173721 -37.810992926095, 144.95029020416 -37.811085399179, 144.948403462133 -37.811615610034)",BATMAN  STREET,Street_Label_15000,Batman  Street,20210923
91,"LINESTRING (144.957135660996 -37.805873261617, 144.957435157736 -37.804201641917)",COBDEN  STREET,Street_Label_10000,Cobden  Street,20210923
183,"LINESTRING (144.939796254204 -37.775712829145, 144.939566518105 -37.776945018076)",WILLAM  STREET,Street_Label_2000,Willam  Street,20210923
980,"LINESTRING (144.971838522541 -37.79409389309, 144.971691802225 -37.793887659984, 144.971576788869 -37.793954738292)",O'BRIEN  PLACE,Street_Label_2000,O'Brien  Place,20210923
726,"LINESTRING (144.955482156882 -37.814094829216, 144.955393097394 -37.813902650984, 144.955294449216 -37.813931088592, 144.955008224175 -37.813317022895)",MANTON  LANE,Street_Label_2000,Manton  Lane,20210923
110,"LINESTRING (144.92877760381 -37.795952624643, 144.928574090338 -37.795730636741)",PL5005,Street_Label_1000,PL5005,20210923
203,"LINESTRING (144.935184126255 -37.799349771766, 144.937274697193 -37.799578631119, 144.937518967465 -37.799605450592, 144.939720950634 -37.799848336845, 144.939943493239 -37.799870650997, 144.941884799313 -37.800088831269, 144.942113626777 -37.800113661814, 144.943145861242 -37.800229777691, 144.94341509384 -37.800260439119, 144.943818473822 -37.800306605762, 144.944206777248 -37.800342828312, 144.944820069367 -37.800410151253, 144.945046231629 -37.800434470001, 144.945733482909 -37.800508278554, 144.946069525599 -37.800546460764, 144.948338821012 -37.800799542387, 144.948678291106 -37.800835125627, 144.949820017422 -37.800958804739, 144.950163292884 -37.800994091292, 144.951300945503 -37.801116799318, 144.951640557532 -37.801152781137, 144.952470860926 -37.801247558735, 144.952784914797 -37.80123387334)",ARDEN  STREET,Street_Label_15000,Arden  Street,20210923
978,"LINESTRING (144.965951865332 -37.803625195225, 144.965890135392 -37.803984666681, 144.965878980515 -37.803983559301, 144.965848350343 -37.804161930171)",RUSH  PLACE,Street_Label_2000,Rush  Place,20210923
630,"LINESTRING (144.964387010352 -37.800602925466, 144.96434117202 -37.800869236799)",BELLA  LANE,Street_Label_2000,Bella  Lane,20210923
373,"LINESTRING (144.983775336697 -37.810073388173, 144.984203396204 -37.810120729189, 144.984230982454 -37.809964397128)",MENZIES  LANE,Street_Label_1000,Menzies  Lane,20210923
527,"LINESTRING (144.960578129628 -37.816340825016, 144.960633127699 -37.816324533614)",PRIV,Street_Label_1000,Priv,20210923
381,"LINESTRING (144.955983087313 -37.803280392212, 144.956026520958 -37.803041488182)",PL5349,Street_Label_1000,PL5349,20210923
289,"LINESTRING (144.930940536678 -37.797559859461, 144.931344663671 -37.798742453418)",CL0160,Street_Label_2000,CL0160,20210923
1141,"LINESTRING (144.965115477316 -37.813370494503, 144.9653452171 -37.813304317883)",TURNERS  ALLEY,Street_Label_2000,Turners  Alley,20210923
160,"LINESTRING (144.99024694247 -37.812709496732, 144.990149700785 -37.812698877455)",CL1227,Street_Label_1000,CL1227,20210923
591,"LINESTRING (144.955443088245 -37.805505729041, 144.955810626282 -37.805548168626)",VICTORIA HOTEL  LANE,Street_Label_2000,Victoria Hotel  Lane,20210923
268,"LINESTRING (144.951805338707 -37.800792083121, 144.952067528296 -37.800896284266, 144.952094750293 -37.800907817802)",MUNROS  LANE,Street_Label_2000,Munros  Lane,20210923
933,"LINESTRING (144.933479590317 -37.794917287212, 144.933358658679 -37.795575814065, 144.933325885962 -37.795756249672, 144.933211664862 -37.796417155972)",ALBERMARLE  STREET,Street_Label_2000,Albermarle  Street,20210923
769,"LINESTRING (144.958777943633 -37.814456042735, 144.958918141888 -37.814761304883, 144.958947261152 -37.81477494878, 144.958988347273 -37.814862682948)",THOMSON  STREET,Street_Label_2000,Thomson  Street,20210923
1311,"LINESTRING (144.962676890903 -37.826223255333, 144.962930976777 -37.826007129991, 144.963185777379 -37.826087780336, 144.963381926033 -37.826346687969, 144.963131625409 -37.826559606698)",BALE  CIRCUIT,Street_Label_2000,Bale  Circuit,20210923
210,"LINESTRING (144.95783272924 -37.804492359203, 144.958025349937 -37.804440122142, 144.95795040059 -37.804264527732, 144.957719849616 -37.804239863728)",LADDS  LANE,Street_Label_2000,Ladds  Lane,20210923
242,"LINESTRING (144.947889184944 -37.802173275525, 144.947856257036 -37.8023729762)",PL5139,Street_Label_2000,PL5139,20210923
1248,"LINESTRING (144.94972099794 -37.80349079714, 144.950074491679 -37.803531445544)",GEORGE  JOHNSON  LANE,Street_Label_2000,George  Johnson  Lane,20210923
931,"LINESTRING (144.918385719883 -37.795406013062, 144.91867260453 -37.795720034282, 144.91869926052 -37.795749211318, 144.919085310214 -37.796171772071, 144.920198899955 -37.797390646387)",FAIRBAIRN  DRIVE,Street_Label_2000,Fairbairn  Drive,20210923
279,"LINESTRING (144.966298728697 -37.798229541943, 144.966481718309 -37.79825158698)",POWELL  LANE,Street_Label_1000,Powell  Lane,20210923
536,"LINESTRING (144.951324395885 -37.802932187967, 144.95160876579 -37.802963388811)",PL5189,Street_Label_2000,PL5189,20210923
156,"LINESTRING (144.929951696212 -37.79451184046, 144.927376666584 -37.796010778598, 144.927246424276 -37.796101224237, 144.927020205418 -37.796232746392)",GOWER  STREET,Street_Label_10000,Gower  Street,20210923
1050,"LINESTRING (144.974069027071 -37.799916727014, 144.974126824689 -37.799553336672)",CL1127,Street_Label_2000,CL1127,20210923
1067,"LINESTRING (144.971132379887 -37.808933135408, 144.971004125401 -37.808657666852)",CASSELDEN  PLACE,Street_Label_2000,Casselden  Place,20210923
214,"LINESTRING (144.949816868159 -37.79950173694, 144.949821751696 -37.799472330076)",CL0255,Street_Label_1000,CL0255,20210923
872,"LINESTRING (144.981422883979 -37.835623803597, 144.981274176255 -37.836364647745)",FLOAT  LANE,Street_Label_2000,Float  Lane,20210923
206,"LINESTRING (144.956019646256 -37.803079300269, 144.95623402763 -37.80310474311)",PL5193,Street_Label_1000,PL5193,20210923
447,"LINESTRING (144.974812207552 -37.795100411413, 144.974787807556 -37.795233623297)",PL5277,Street_Label_1000,PL5277,20210923
581,"LINESTRING (144.949006173492 -37.802845999918, 144.949068313931 -37.802484456422)",STRANG  LANE,Street_Label_2000,Strang  Lane,20210923
227,"LINESTRING (144.952510486986 -37.815088188334, 144.954664879963 -37.814467044807, 144.954990831941 -37.814382148184, 144.957147557103 -37.813760633263, 144.95746921481 -37.813671088036, 144.959619975595 -37.81304864876, 144.95994877101 -37.812952175865, 144.962095269632 -37.812330765932, 144.962419697063 -37.812234531267, 144.964567851403 -37.81161032058, 144.964892479621 -37.811517920592, 144.967038108931 -37.810885873185, 144.967360812276 -37.810787680857, 144.969503172079 -37.810157568149, 144.969827274316 -37.810066958475, 144.971972502746 -37.809439591982)",LONSDALE  STREET,Street_Label_15000,Lonsdale  Street,20210923
57,"LINESTRING (144.921470032524 -37.812173415057, 144.922361325071 -37.81226470193, 144.923212199633 -37.812300578973, 144.924547515001 -37.81243753545, 144.924750826354 -37.812479113146, 144.925065103422 -37.81260088831)",ANDERSON  ROAD,Street_Label_10000,Anderson  Road,20210923
271,"LINESTRING (144.967461372656 -37.807291045281, 144.967127141999 -37.807427730256, 144.965968897977 -37.807760020905)",MACKENZIE  STREET,Street_Label_2000,MacKenzie  Street,20210923
802,"LINESTRING (144.966255831637 -37.801279797627, 144.966299951463 -37.801028489262, 144.966697993669 -37.801068828773)",LYGON  TERRACE,Street_Label_2000,Lygon  Terrace,20210923
1242,"LINESTRING (144.943020311683 -37.814231652845, 144.943621377348 -37.813384823268)",PALMYRA  WAY,Street_Label_2000,Palmyra  Way,20210923
565,"LINESTRING (144.949893201694 -37.804431684461, 144.949906598913 -37.804357203961)",PL5187,Street_Label_2000,PL5187,20210923
393,"LINESTRING (144.985988017475 -37.816070619239, 144.986007123351 -37.815950291715)",PL5088,Street_Label_2000,PL5088,20210923
939,"LINESTRING (144.920201840729 -37.791442491011, 144.920324667811 -37.791565948909, 144.92023635369 -37.792005541345)",MUSGROVE  MEWS,Street_Label_2000,Musgrove  Mews,20210923
722,"LINESTRING (144.961321043444 -37.818062393302, 144.961160511626 -37.817701541661)",MOYLANS  LANE,Street_Label_2000,Moylans  Lane,20210923
512,"LINESTRING (144.949951272955 -37.79873629826, 144.949999095638 -37.798479589054)",HAINES  PLACE,Street_Label_2000,Haines  Place,20210923
339,"LINESTRING (144.942828872575 -37.814466769521, 144.94187730718 -37.814829182997)",NEWQUAY  PROMENADE,Street_Label_1000,NewQuay  Promenade,20210923
1129,"LINESTRING (144.961578370817 -37.813059874573, 144.961776299616 -37.813492264136)",WARBURTON  ALLEY,Street_Label_2000,Warburton  Alley,20210923
610,"LINESTRING (144.967405303947 -37.805720876095, 144.966874513327 -37.805661635423)",MCDONALD  LANE,Street_Label_2000,McDonald  Lane,20210923
778,"LINESTRING (144.972897221652 -37.798713330966, 144.97323740465 -37.798521531347, 144.973311078137 -37.798090804508, 144.973007835625 -37.798058776256)",CL1096,Street_Label_2000,CL1096,20210923
797,"LINESTRING (144.971775056331 -37.810558863898, 144.971493486874 -37.809946694802, 144.971619213277 -37.809908298599)",LITTLE BOURKE  PLACE,Street_Label_2000,Little Bourke  Place,20210923
518,"LINESTRING (144.948452651537 -37.804072148567, 144.948610908005 -37.804090322872)",PL5208,Street_Label_1000,PL5208,20210923
216,"LINESTRING (144.956771231343 -37.805273532404, 144.957119870752 -37.805313154535)",PL5156,Street_Label_1000,PL5156,20210923
58,"LINESTRING (144.945660646509 -37.811088184372, 144.947193883541 -37.810342555777, 144.947485546181 -37.810203123303, 144.949247472351 -37.809344394464, 144.949537309812 -37.809206357871, 144.951489400549 -37.808256651198, 144.951773231486 -37.808116341662, 144.95204197776 -37.80798370212, 144.95332601638 -37.8073624706, 144.953617948975 -37.807221468245, 144.954054149766 -37.807006227736)",ROSSLYN  STREET,Street_Label_15000,Rosslyn  Street,20210923
269,"LINESTRING (144.976352000397 -37.836498201664, 144.976653128981 -37.835046097658)",ARNOLD  STREET,Street_Label_15000,Arnold  Street,20210923
281,"LINESTRING (144.926001619787 -37.799413472602, 144.926050818941 -37.799484280885, 144.927096137754 -37.799643052487)",CHILDERS  STREET,Street_Label_15000,Childers  Street,20210923
137,"LINESTRING (144.9553828255 -37.781578712696, 144.955882719352 -37.781640815856, 144.95637492972 -37.78173436863, 144.956860508618 -37.781850588848, 144.957150649443 -37.781925331356)",OLD POPLAR  ROAD,Street_Label_15000,Old Poplar  Road,20210923
602,"LINESTRING (144.96122050455 -37.804692582418, 144.961061085152 -37.804674769871)",CL511,Street_Label_2000,CL511,20210923
449,"LINESTRING (144.984469437234 -37.811570970277, 144.984548468924 -37.811134393187, 144.985094432864 -37.811195061532, 144.985099873997 -37.811164387475, 144.985415801475 -37.81120092244, 144.985490208332 -37.810766568014)",GOTCH  LANE,Street_Label_2000,Gotch  Lane,20210923
272,"LINESTRING (144.948407402151 -37.808816682687, 144.948627474603 -37.809067918916, 144.948498734224 -37.809145614733, 144.948742085115 -37.80942850183)",MCKENDRICK  LANE,Street_Label_2000,McKendrick  Lane,20210923
88,"LINESTRING (144.955880174074 -37.802682006388, 144.956054920219 -37.80270123732, 144.956073649855 -37.802703473803)",MCINERNEY  LANE,Street_Label_1000,McInerney  Lane,20210923
155,"LINESTRING (144.927478322184 -37.79675411242, 144.927719653353 -37.79661380395, 144.92785572427 -37.79653128344, 144.930453459066 -37.795007882367)",HAMPDEN  ROAD,Street_Label_10000,Hampden  Road,20210923
199,"LINESTRING (144.961391086928 -37.82657589941, 144.963577184151 -37.824716414728, 144.963810744903 -37.824517740447, 144.964806293988 -37.823670880242, 144.965101202078 -37.823326718255)",KAVANAGH  STREET,Street_Label_15000,Kavanagh  Street,20210923
125,"LINESTRING (144.964441680528 -37.823118179464, 144.963268321989 -37.824116291564)",FAWKNER  STREET,Street_Label_10000,Fawkner  Street,20210923
477,"LINESTRING (144.9612312838 -37.814228462271, 144.960823341914 -37.814345399916)",CL0049,Street_Label_1000,CL0049,20210923
592,"LINESTRING (144.955439272429 -37.805223619052, 144.955626107784 -37.805244803455)",DENBY  LANE,Street_Label_2000,Denby  Lane,20210923
448,"LINESTRING (144.97380312189 -37.795128181064, 144.973832202382 -37.794948295813)",CL1265,Street_Label_1000,CL1265,20210923
349,"LINESTRING (144.962097390185 -37.807833270839, 144.962493314699 -37.808681491245)",STEWART  STREET,Street_Label_2000,Stewart  Street,20210923
586,"LINESTRING (144.970249693793 -37.792733322463, 144.970272406036 -37.792598636073)",CL1205,Street_Label_2000,CL1205,20210923
740,"LINESTRING (144.956745022677 -37.814018824107, 144.956952488679 -37.814464532367)",GUESTS  LANE,Street_Label_2000,Guests  Lane,20210923
1231,"LINESTRING (144.944210493627 -37.818880602958, 144.944491797203 -37.819492578281)",ENTERPRIZE  WAY,Street_Label_2000,Enterprize  Way,20210923
1029,"LINESTRING (144.969734323515 -37.799303033638, 144.969719416373 -37.799392570987)",CL1155,Street_Label_2000,CL1155,20210923
879,"LINESTRING (144.982012967215 -37.837224048503, 144.982662068977 -37.837310890081)",CL1448,Street_Label_2000,CL1448,20210923
115,"LINESTRING (144.924083459505 -37.792799972806, 144.924502300991 -37.792560492144)",PL5295,Street_Label_1000,PL5295,20210923
764,"LINESTRING (144.96303227409 -37.816039353172, 144.96283712245 -37.815617928811, 144.962793652164 -37.815524055534)",FLEMING  PLACE,Street_Label_2000,Fleming  Place,20210923
465,"LINESTRING (144.988212487025 -37.815251483962, 144.988470253955 -37.815278054069, 144.988504089447 -37.815271164917, 144.988650348449 -37.815285946449, 144.988685566364 -37.815067280303)",CL1065,Street_Label_2000,CL1065,20210923
1155,"LINESTRING (144.964011650368 -37.815053633915, 144.963940016634 -37.8148950824)",PL5249,Street_Label_2000,PL5249,20210923
202,"LINESTRING (144.944263723137 -37.799615697286, 144.945859644161 -37.799789144344, 144.946197861042 -37.799827155907, 144.948465215446 -37.800080244272, 144.948809705239 -37.800116663425, 144.949950827574 -37.800240190953, 144.950287362498 -37.80027609873, 144.951429364655 -37.80040126562)",O'SHANASSY  STREET,Street_Label_15000,O'Shanassy  Street,20210923
420,"LINESTRING (144.981326868318 -37.818219938543, 144.981281557 -37.818494900473)",CL1401,Street_Label_2000,CL1401,20210923
76,"LINESTRING (144.9315402575 -37.788798878097, 144.931517561456 -37.788915572721)",CL202,Street_Label_2000,CL202,20210923
145,"LINESTRING (144.957583348036 -37.781567642436, 144.958445929896 -37.781636799397, 144.958512753929 -37.781641228947, 144.959422129722 -37.781713471619)",IEVERS  STREET,Street_Label_15000,Ievers  Street,20210923
463,"LINESTRING (144.970667872624 -37.81020400116, 144.970568820261 -37.809999181287)",PH8014,Street_Label_1000,PH8014,20210923
250,"LINESTRING (144.950039003661 -37.803543829025, 144.949988352993 -37.803817272276, 144.950215956245 -37.803844304417, 144.950186973801 -37.803992573166)",LITTLE ERROL  STREET,Street_Label_2000,Little Errol  Street,20210923
456,"LINESTRING (144.971949467895 -37.812112303171, 144.971784549435 -37.812161548864)",PL5123,Street_Label_1000,PL5123,20210923
10,"LINESTRING (144.925857170251 -37.799356326444, 144.920252247953 -37.798512011102)",CHILDERS  STREET,Street_Label_15000,Childers  Street,20210923
93,"LINESTRING (144.92101723671 -37.792209347514, 144.921200152649 -37.792393199374)",HUTTON  PLACE,Street_Label_1000,Hutton  Place,20210923
576,"LINESTRING (144.946487520114 -37.803417110061, 144.946651640147 -37.803435805576)",CL0318,Street_Label_2000,CL0318,20210923
537,"LINESTRING (144.951931958706 -37.802812508445, 144.951630406565 -37.802777676062)",CL0266,Street_Label_2000,CL0266,20210923
794,"LINESTRING (144.968699750534 -37.811561548568, 144.96876609407 -37.811710223809)",PAYNES  PLACE,Street_Label_2000,Paynes  Place,20210923
981,"LINESTRING (144.974523638353 -37.794927533651, 144.97483092989 -37.794963015034, 144.974846699933 -37.794873924302, 144.974860772537 -37.794875477512, 144.974871045093 -37.794819064555)",DRUCE  LANE,Street_Label_2000,Druce  Lane,20210923
193,"LINESTRING (144.939543985843 -37.778660491766, 144.939481536712 -37.778707920478, 144.939437746502 -37.778740910287, 144.939399908149 -37.778778317653, 144.939366312754 -37.778818209583, 144.939337212061 -37.778860287152, 144.939312824133 -37.778904235055, 144.939293331716 -37.778949723975, 144.939278880876 -37.778996413045, 144.939269579898 -37.779043952408, 144.939265498478 -37.779091985831, 144.939266667199 -37.779140153382, 144.939273077304 -37.779188094124, 144.939284680759 -37.779235448818, 144.939301390616 -37.779281862617, 144.939321120227 -37.779327649927, 144.939379946955 -37.779437418756, 144.939409661432 -37.779486555232, 144.939444858818 -37.779533354663, 144.939485250021 -37.77957743265, 144.939530503288 -37.779618427149, 144.939581198926 -37.779660355407, 144.939646938092 -37.779725484209, 144.939709386683 -37.779792287958, 144.939764511754 -37.779863013048, 144.939811915473 -37.779937149063, 144.939851255734 -37.780014160974, 144.939882248623 -37.780093492995, 144.939906480449 -37.780174331669, 144.939963128559 -37.78044240703, 144.939975766281 -37.780492624049, 144.939992297435 -37.780542123627, 144.940012658588 -37.780590715795, 144.940150167574 -37.780887810135, 144.940174736269 -37.780943186705, 144.940197415568 -37.780999068721, 144.940218188989 -37.781055415583, 144.940286819112 -37.781251330397, 144.940292681858 -37.781264174076, 144.940299574012 -37.781276675718, 144.940307851035 -37.781288642944, 144.940317445672 -37.781299978513, 144.940328279961 -37.78131059032, 144.94034026587 -37.781320392138, 144.940353306006 -37.781329304322, 144.940367294414 -37.781337254458, 144.940381834206 -37.781344607406, 144.941036893575 -37.781616739495, 144.941168781494 -37.78161258716, 144.941408771571 -37.78182151411, 144.941625249211 -37.781994703526)",GALADA  AVENUE,Street_Label_2000,Galada  Avenue,20210923
